Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,km_year_category,km_year_equal_category,Make_smart,km_per_euro,Style_Cabriolet,Style_Combi,Style_Coupe,Style_Crossover,Style_Hatchback,Style_Microvan,Style_Minivan,Style_Pickup,Style_Roadster,Style_SUV,Style_Sedan,Style_Universal
BMW,3 Series,2016,Sedan,90000.0,1999.0,Diesel,Automatic,14999.0,6,15000.0,Medium,Low_e,BMW,6.0,0,0,0,0,0,0,0,0,0,0,1,0
Honda,Civic,2008,Sedan,210300.0,1300.0,Hybrid,Automatic,5500.0,14,15021.0,Medium,Low_e,Honda,38.2,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,Series (W124),1989,Sedan,350000.0,3000.0,Metan/Propan,Manual,800.0,33,10606.0,Low,Low_e,Mercedes,437.5,0,0,0,0,0,0,0,0,0,0,1,0
Mitsubishi,Rare,2004,Hatchback,192000.0,1499.0,Petrol,Manual,3000.0,18,10667.0,Low,Low_e,Mitsubishi,64.0,0,0,0,0,1,0,0,0,0,0,0,0
Mercedes,Series (W124),1992,Sedan,475000.0,2300.0,Metan/Propan,Automatic,1500.0,30,15833.0,Medium,Low_e,Mercedes,316.7,0,0,0,0,0,0,0,0,0,0,1,0
Citroen,Rare,2006,Coupe,252222.0,2000.0,Petrol,Manual,2900.0,16,15764.0,Medium,Low_e,Citroen,87.0,0,0,1,0,0,0,0,0,0,0,0,0
Lexus,CT Series,2015,Hatchback,181000.0,1800.0,Hybrid,Automatic,12300.0,7,25857.0,High,Medium_e,Lexus,14.7,0,0,0,0,1,0,0,0,0,0,0,0
Volkswagen,Passat,1994,Universal,167000.0,2000.0,Petrol,Manual,1200.0,28,5964.0,Low,Low_e,Volkswagen,139.2,0,0,0,0,0,0,0,0,0,0,0,1
Honda,CR-V,2018,Crossover,55000.0,1500.0,Petrol,Automatic,19500.0,4,13750.0,Medium,Low_e,Honda,2.8,0,0,0,1,0,0,0,0,0,0,0,0
Audi,A6,2016,Sedan,126000.0,3000.0,Petrol,Automatic,19900.0,6,21000.0,High,Medium_e,Audi,6.3,0,0,0,0,0,0,0,0,0,0,1,0
Honda,CR-V,2018,Crossover,65000.0,1500.0,Petrol,Automatic,16999.0,4,16250.0,Medium,Low_e,Honda,3.8,0,0,0,1,0,0,0,0,0,0,0,0
Lexus,IS Series,2014,Sedan,135000.0,2468.0,Hybrid,Automatic,17800.0,8,16875.0,Medium,Medium_e,Lexus,7.6,0,0,0,0,0,0,0,0,0,0,1,0
Hyundai,Rare,1993,Sedan,10000.0,1800.0,Metan/Propan,Manual,15000.0,29,345.0,Low,Low_e,Hyundai,0.7,0,0,0,0,0,0,0,0,0,0,1,0
KIA,Rare,1999,Sedan,200000.0,1500.0,Petrol,Manual,1100.0,23,8696.0,Low,Low_e,KIA,181.8,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Avalon,2015,Sedan,165500.0,2500.0,Hybrid,Automatic,15499.0,7,23643.0,High,Medium_e,Toyota,10.7,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Prius,2011,Hatchback,209000.0,1800.0,Hybrid,Automatic,6599.0,11,19000.0,High,Medium_e,Toyota,31.7,0,0,0,0,1,0,0,0,0,0,0,0
Daewoo,Rare,2003,Hatchback,290000.0,800.0,Petrol,Manual,900.0,19,15263.0,Medium,Low_e,Rare cheap,322.2,0,0,0,0,1,0,0,0,0,0,0,0
Toyota,Prius,2011,Hatchback,180500.0,1800.0,Hybrid,Automatic,6899.0,11,16409.0,Medium,Low_e,Toyota,26.2,0,0,0,0,1,0,0,0,0,0,0,0
Volvo,XC60,2009,SUV,273000.0,2500.0,Diesel,Automatic,13500.0,13,21000.0,High,Medium_e,Volvo,20.2,0,0,0,0,0,0,0,0,0,1,0,0
Skoda,Superb,2010,Universal,190120.0,1400.0,Petrol,Manual,7900.0,12,15843.0,Medium,Low_e,Skoda,24.1,0,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Golf,2003,Hatchback,320000.0,1900.0,Diesel,Manual,1600.0,19,16842.0,Medium,Medium_e,Volkswagen,200.0,0,0,0,0,1,0,0,0,0,0,0,0
Honda,Accord,2002,Hatchback,297000.0,1850.0,Metan/Propan,Manual,3000.0,20,14850.0,Medium,Low_e,Honda,99.0,0,0,0,0,1,0,0,0,0,0,0,0
Mitsubishi,Rare,1993,Minivan,340000.0,2000.0,Diesel,Manual,2000.0,29,11724.0,Low,Low_e,Mitsubishi,170.0,0,0,0,0,0,0,1,0,0,0,0,0
Nissan,Rare,1986,Hatchback,230000.0,2000.0,Metan/Propan,Manual,1100.0,36,6389.0,Low,Low_e,Nissan,209.1,0,0,0,0,1,0,0,0,0,0,0,0
Audi,100,1993,Universal,180000.0,2000.0,Metan/Propan,Manual,2000.0,29,6207.0,Low,Low_e,Audi,90.0,0,0,0,0,0,0,0,0,0,0,0,1
Skoda,Octavia,2019,Universal,15100.0,1600.0,Petrol,Manual,15700.0,3,5033.0,Low,Low_e,Skoda,1.0,0,0,0,0,0,0,0,0,0,0,0,1
Subaru,Rare,2012,Sedan,193000.0,1300.0,Petrol,Manual,5200.0,10,19300.0,High,Medium_e,Subaru,37.1,0,0,0,0,0,0,0,0,0,0,1,0
Skoda,Rapid,2017,Sedan,217534.0,1422.0,Diesel,Manual,7699.0,5,43507.0,High,High_e,Skoda,28.3,0,0,0,0,0,0,0,0,0,0,1,0
Chevrolet,Rare,2008,Universal,29000.0,2000.0,Diesel,Manual,8200.0,14,2071.0,Low,Low_e,Chevrolet,3.5,0,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Golf,2013,Hatchback,117000.0,1400.0,Petrol,Manual,9200.0,9,13000.0,Medium,Low_e,Volkswagen,12.7,0,0,0,0,1,0,0,0,0,0,0,0
Mercedes,E Class,2002,Sedan,302000.0,2200.0,Diesel,Manual,3300.0,20,15100.0,Medium,Low_e,Mercedes,91.5,0,0,0,0,0,0,0,0,0,0,1,0
Land Rover,Rare,2006,Universal,296000.0,2720.0,Diesel,Automatic,14400.0,16,18500.0,High,Medium_e,Land Rover,20.6,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Rare,2016,Sedan,151000.0,1500.0,Diesel,Manual,7000.0,6,25167.0,High,Medium_e,Renault,21.6,0,0,0,0,0,0,0,0,0,0,1,0
Opel,Zafira,2000,Minivan,258000.0,2000.0,Diesel,Manual,1300.0,22,11727.0,Low,Low_e,Opel,198.5,0,0,0,0,0,0,1,0,0,0,0,0
Skoda,Octavia,2012,Sedan,120000.0,1400.0,Petrol,Manual,11999.0,10,12000.0,Medium,Low_e,Skoda,10.0,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,E Class,2006,Universal,390000.0,3200.0,Diesel,Automatic,3700.0,16,24375.0,High,Medium_e,Mercedes,105.4,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes,E Class,2004,Sedan,250000.0,3200.0,Diesel,Automatic,1999.0,18,13889.0,Medium,Low_e,Mercedes,125.1,0,0,0,0,0,0,0,0,0,0,1,0
BMW,5 Series,1999,Sedan,300000.0,2000.0,Petrol,Manual,2650.0,23,13043.0,Medium,Low_e,BMW,113.2,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Yaris,2007,Hatchback,180000.0,1400.0,Diesel,Automatic,4500.0,15,12000.0,Medium,Low_e,Toyota,40.0,0,0,0,0,1,0,0,0,0,0,0,0
BMW,7 Series,2006,Sedan,333000.0,3000.0,Diesel,Automatic,10000.0,16,20812.0,High,Medium_e,BMW,33.3,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Prius,2012,Coupe,190000.0,1800.0,Hybrid,Automatic,8300.0,10,19000.0,High,Medium_e,Toyota,22.9,0,0,1,0,0,0,0,0,0,0,0,0
Audi,A5,2015,Sedan,167160.0,2000.0,Diesel,Automatic,18900.0,7,23880.0,High,Medium_e,Audi,8.8,0,0,0,0,0,0,0,0,0,0,1,0
Audi,A6,2006,Sedan,228700.0,2000.0,Diesel,Manual,8850.0,16,14294.0,Medium,Low_e,Audi,25.8,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Passat,2011,Sedan,202222.0,1400.0,Petrol,Automatic,10000.0,11,18384.0,High,Medium_e,Volkswagen,20.2,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,B Class,2006,Hatchback,178000.0,1500.0,Metan/Propan,Automatic,5900.0,16,11125.0,Low,Low_e,Mercedes,30.2,0,0,0,0,1,0,0,0,0,0,0,0
Peugeot,307,2009,Universal,203000.0,1400.0,Petrol,Manual,4111.0,13,15615.0,Medium,Low_e,Peugeot,49.4,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Megane,2013,Universal,157000.0,1500.0,Diesel,Manual,6500.0,9,17444.0,High,Medium_e,Renault,24.2,0,0,0,0,0,0,0,0,0,0,0,1
Daewoo,Rare,2010,Hatchback,11111.0,800.0,Petrol,Manual,1300.0,12,926.0,Low,Low_e,Rare cheap,8.5,0,0,0,0,1,0,0,0,0,0,0,0
Chrysler,Rare,1996,Minivan,40000.0,2500.0,Diesel,Manual,3300.0,26,1538.0,Low,Low_e,Rare cheap,12.1,0,0,0,0,0,0,1,0,0,0,0,0
Mercedes,M Class,2000,SUV,450000.0,2700.0,Diesel,Automatic,7500.0,22,20455.0,High,Medium_e,Mercedes,60.0,0,0,0,0,0,0,0,0,0,1,0,0
Toyota,Auris,2010,Hatchback,227000.0,1400.0,Petrol,Manual,5500.0,12,18917.0,High,Medium_e,Toyota,41.3,0,0,0,0,1,0,0,0,0,0,0,0
Skoda,Rapid,2016,Hatchback,37000.0,1600.0,Petrol,Automatic,9999.0,6,6167.0,Low,Low_e,Skoda,3.7,0,0,0,0,1,0,0,0,0,0,0,0
Toyota,Rare,2015,Minivan,140132.0,1800.0,Petrol,Manual,11850.0,7,20019.0,High,Medium_e,Toyota,11.8,0,0,0,0,0,0,1,0,0,0,0,0
Renault,Clio,2002,Sedan,155556.0,1400.0,Petrol,Manual,2200.0,20,7778.0,Low,Low_e,Renault,70.7,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Rare,2012,Minivan,164879.0,1400.0,Diesel,Manual,6900.0,10,16488.0,Medium,Low_e,Toyota,23.9,0,0,0,0,0,0,1,0,0,0,0,0
Mitsubishi,Rare,2008,Minivan,290000.0,2400.0,Petrol,Manual,7000.0,14,20714.0,High,Medium_e,Mitsubishi,41.4,0,0,0,0,0,0,1,0,0,0,0,0
Renault,Grand Scenic,2013,Minivan,217000.0,1461.0,Diesel,Manual,6400.0,9,24111.0,High,Medium_e,Renault,33.9,0,0,0,0,0,0,1,0,0,0,0,0
BMW,3 Series,2004,Coupe,190000.0,1900.0,Petrol,Manual,2200.0,18,10556.0,Low,Low_e,BMW,86.4,0,0,1,0,0,0,0,0,0,0,0,0
Hyundai,Rare,2012,Hatchback,127000.0,1300.0,Metan/Propan,Manual,5350.0,10,12700.0,Medium,Low_e,Hyundai,23.7,0,0,0,0,1,0,0,0,0,0,0,0
Mitsubishi,Rare,2009,Hatchback,177000.0,1300.0,Petrol,Automatic,4250.0,13,13615.0,Medium,Low_e,Mitsubishi,41.6,0,0,0,0,1,0,0,0,0,0,0,0
Skoda,Fabia,2016,Minivan,112000.0,1400.0,Diesel,Manual,6999.0,6,18667.0,High,Medium_e,Skoda,16.0,0,0,0,0,0,0,1,0,0,0,0,0
Skoda,Superb,2018,Universal,160000.0,2000.0,Diesel,Automatic,22000.0,4,40000.0,High,High_e,Skoda,7.3,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes,E Class,2002,Sedan,372000.0,2200.0,Diesel,Manual,5250.0,20,18600.0,High,Medium_e,Mercedes,70.9,0,0,0,0,0,0,0,0,0,0,1,0
Skoda,Fabia,2008,Universal,195500.0,1422.0,Diesel,Manual,5350.0,14,13964.0,Medium,Low_e,Skoda,36.5,0,0,0,0,0,0,0,0,0,0,0,1
Vaz,2121niva,1995,Hatchback,111111.0,1700.0,Metan/Propan,Manual,1550.0,27,4115.0,Low,Low_e,Vaz,71.7,0,0,0,0,1,0,0,0,0,0,0,0
Mercedes,E Class,2010,Sedan,257000.0,2143.0,Diesel,Automatic,12800.0,12,21417.0,High,Medium_e,Mercedes,20.1,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Passat,2012,Universal,268000.0,1600.0,Diesel,Manual,8600.0,10,26800.0,High,Medium_e,Volkswagen,31.2,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Clio,2016,Universal,210000.0,1500.0,Diesel,Manual,6150.0,6,35000.0,High,High_e,Renault,34.1,0,0,0,0,0,0,0,0,0,0,0,1
BMW,5 Series,2015,Sedan,220000.0,2000.0,Diesel,Automatic,20000.0,7,31429.0,High,Medium_e,BMW,11.0,0,0,0,0,0,0,0,0,0,0,1,0
Mitsubishi,Rare,1994,Minivan,382140.0,2000.0,Metan/Propan,Manual,2000.0,28,13648.0,Medium,Low_e,Mitsubishi,191.1,0,0,0,0,0,0,1,0,0,0,0,0
Vaz,Rare,1996,Hatchback,87000.0,1500.0,Petrol,Manual,350.0,26,3346.0,Low,Low_e,Vaz,248.6,0,0,0,0,1,0,0,0,0,0,0,0
Vaz,Rare,1999,Sedan,95000.0,1500.0,Petrol,Manual,1100.0,23,4130.0,Low,Low_e,Vaz,86.4,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Auris,2009,Hatchback,181000.0,1400.0,Diesel,Manual,5888.0,13,13923.0,Medium,Low_e,Toyota,30.7,0,0,0,0,1,0,0,0,0,0,0,0
Mazda,626,1989,Hatchback,234567.0,2000.0,Petrol,Manual,750.0,33,7108.0,Low,Low_e,Mazda,312.8,0,0,0,0,1,0,0,0,0,0,0,0
Hyundai,Santa FE,2004,SUV,227000.0,2000.0,Metan/Propan,Manual,4700.0,18,12611.0,Medium,Low_e,Hyundai,48.3,0,0,0,0,0,0,0,0,0,1,0,0
Mercedes,C Class,2016,Universal,215000.0,2143.0,Diesel,Automatic,21000.0,6,35833.0,High,High_e,Mercedes,10.2,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes,GLC,2016,Crossover,185000.0,2500.0,Diesel,Automatic,28500.0,6,30833.0,High,Medium_e,Mercedes,6.5,0,0,0,1,0,0,0,0,0,0,0,0
Ford,Fusion,2014,Sedan,70700.0,2000.0,Hybrid,Automatic,14999.0,8,8838.0,Low,Low_e,Ford,4.7,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,Series (W124),1992,Sedan,280000.0,2300.0,Metan/Propan,Manual,1800.0,30,9333.0,Low,Low_e,Mercedes,155.6,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Grand Scenic,2006,Minivan,240000.0,1500.0,Diesel,Manual,3500.0,16,15000.0,Medium,Low_e,Renault,68.6,0,0,0,0,0,0,1,0,0,0,0,0
Citroen,C3,2012,Hatchback,99500.0,1400.0,Diesel,Manual,5500.0,10,9950.0,Low,Low_e,Citroen,18.1,0,0,0,0,1,0,0,0,0,0,0,0
BMW,3 Series,1995,Universal,8545.0,1800.0,Petrol,Manual,1650.0,27,316.0,Low,Low_e,BMW,5.2,0,0,0,0,0,0,0,0,0,0,0,1
Opel,Astra,1997,Hatchback,250000.0,1400.0,Metan/Propan,Manual,950.0,25,10000.0,Low,Low_e,Opel,263.2,0,0,0,0,1,0,0,0,0,0,0,0
Toyota,Avensis,2013,Universal,180000.0,2000.0,Diesel,Automatic,9000.0,9,20000.0,High,Medium_e,Toyota,20.0,0,0,0,0,0,0,0,0,0,0,0,1
Volvo,XC90,2012,SUV,180000.0,2400.0,Diesel,Automatic,14000.0,10,18000.0,High,Medium_e,Volvo,12.9,0,0,0,0,0,0,0,0,0,1,0,0
Opel,Astra,2012,Hatchback,202000.0,1248.0,Diesel,Manual,5800.0,10,20200.0,High,Medium_e,Opel,34.8,0,0,0,0,1,0,0,0,0,0,0,0
Toyota,Rare,2015,Pickup,70000.0,2700.0,Metan/Propan,Manual,18000.0,7,10000.0,Low,Low_e,Toyota,3.9,0,0,0,0,0,0,0,1,0,0,0,0
BMW,5 Series,2005,Universal,184000.0,2500.0,Diesel,Automatic,5999.0,17,10824.0,Low,Low_e,BMW,30.7,0,0,0,0,0,0,0,0,0,0,0,1
Ford,Rare,1988,Hatchback,21000.0,1400.0,Petrol,Manual,1150.0,34,618.0,Low,Low_e,Ford,18.3,0,0,0,0,1,0,0,0,0,0,0,0
Volkswagen,Caddy,2011,Universal,136000.0,1600.0,Diesel,Manual,4200.0,11,12364.0,Medium,Low_e,Volkswagen,32.4,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Rav 4,2013,Crossover,78000.0,2200.0,Diesel,Automatic,11500.0,9,8667.0,Low,Low_e,Toyota,6.8,0,0,0,1,0,0,0,0,0,0,0,0
Skoda,Rare,2010,Universal,59000.0,1400.0,Diesel,Manual,3100.0,12,4917.0,Low,Low_e,Skoda,19.0,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Corolla,2013,Sedan,45000.0,1400.0,Diesel,Manual,6100.0,9,5000.0,Low,Low_e,Toyota,7.4,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Golf,1998,Universal,185000.0,1900.0,Diesel,Manual,850.0,24,7708.0,Low,Low_e,Volkswagen,217.6,0,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Transporter,2004,Minivan,300000.0,2461.0,Diesel,Manual,5900.0,18,16667.0,Medium,Medium_e,Volkswagen,50.8,0,0,0,0,0,0,1,0,0,0,0,0
Honda,CR-V,2014,Crossover,45000.0,2200.0,Diesel,Automatic,10500.0,8,5625.0,Low,Low_e,Honda,4.3,0,0,0,1,0,0,0,0,0,0,0,0
Volkswagen,Caddy,2010,Minivan,165000.0,2000.0,Metan/Propan,Manual,3150.0,12,13750.0,Medium,Low_e,Volkswagen,52.4,0,0,0,0,0,0,1,0,0,0,0,0
Volkswagen,Golf,2013,Hatchback,89000.0,1200.0,Petrol,Automatic,5900.0,9,9889.0,Low,Low_e,Volkswagen,15.1,0,0,0,0,1,0,0,0,0,0,0,0
Volkswagen,Passat,2002,Universal,187000.0,1900.0,Diesel,Manual,2550.0,20,9350.0,Low,Low_e,Volkswagen,73.3,0,0,0,0,0,0,0,0,0,0,0,1
Rover,Rare,1997,Sedan,125600.0,2000.0,Petrol,Manual,950.0,25,5024.0,Low,Low_e,Rare cheap,132.2,0,0,0,0,0,0,0,0,0,0,1,0
BMW,3 Series,2005,Sedan,190000.0,2000.0,Diesel,Automatic,3950.0,17,11176.0,Low,Low_e,BMW,48.1,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,E Class,2017,Sedan,9000.0,1950.0,Diesel,Automatic,19599.0,5,1800.0,Low,Low_e,Mercedes,0.5,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Corolla,2010,Sedan,120000.0,1400.0,Diesel,Manual,5250.0,12,10000.0,Low,Low_e,Toyota,22.9,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,E Class,2005,Sedan,240000.0,2200.0,Diesel,Automatic,2950.0,17,14118.0,Medium,Low_e,Mercedes,81.4,0,0,0,0,0,0,0,0,0,0,1,0
Dacia,Duster,2019,SUV,25000.0,1500.0,Diesel,Manual,8500.0,3,8333.0,Low,Low_e,Dacia,2.9,0,0,0,0,0,0,0,0,0,1,0,0
Toyota,Avensis,1998,Universal,315000.0,2000.0,Metan/Propan,Manual,2800.0,24,13125.0,Medium,Low_e,Toyota,112.5,0,0,0,0,0,0,0,0,0,0,0,1
BMW,5 Series,2000,Sedan,309986.0,3000.0,Diesel,Manual,6700.0,22,14090.0,Medium,Low_e,BMW,46.3,0,0,0,0,0,0,0,0,0,0,1,0
Mazda,626,1992,Hatchback,389034.0,2000.0,Petrol,Manual,1250.0,30,12968.0,Medium,Low_e,Mazda,311.2,0,0,0,0,1,0,0,0,0,0,0,0
Mazda,323,1996,Sedan,223000.0,1500.0,Petrol,Manual,34000.0,26,8577.0,Low,Low_e,Mazda,6.6,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Avensis Verso,2003,Minivan,120000.0,2000.0,Diesel,Manual,3700.0,19,6316.0,Low,Low_e,Toyota,32.4,0,0,0,0,0,0,1,0,0,0,0,0
Honda,CR-V,2015,Crossover,85500.0,2000.0,Petrol,Automatic,11500.0,7,12214.0,Medium,Low_e,Honda,7.4,0,0,0,1,0,0,0,0,0,0,0,0
BMW,5 Series,2008,Sedan,132000.0,2500.0,Diesel,Automatic,6300.0,14,9429.0,Low,Low_e,BMW,21.0,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Yaris,2018,Hatchback,108000.0,1500.0,Hybrid,Automatic,7200.0,4,27000.0,High,Medium_e,Toyota,15.0,0,0,0,0,1,0,0,0,0,0,0,0
Citroen,Berlingo,2010,Universal,135000.0,1600.0,Diesel,Manual,3100.0,12,11250.0,Low,Low_e,Citroen,43.5,0,0,0,0,0,0,0,0,0,0,0,1
Honda,CR-V,2001,SUV,135000.0,2000.0,Petrol,Automatic,2550.0,21,6429.0,Low,Low_e,Honda,52.9,0,0,0,0,0,0,0,0,0,1,0,0
Toyota,Avensis,2014,Universal,123000.0,1800.0,Petrol,Manual,6200.0,8,15375.0,Medium,Low_e,Toyota,19.8,0,0,0,0,0,0,0,0,0,0,0,1
Honda,Accord,2019,Sedan,21000.0,1500.0,Petrol,Automatic,19000.0,3,7000.0,Low,Low_e,Honda,1.1,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Tiguan,2014,Crossover,25000.0,2000.0,Diesel,Manual,9200.0,8,3125.0,Low,Low_e,Volkswagen,2.7,0,0,0,1,0,0,0,0,0,0,0,0
Hyundai,ix35,2012,Crossover,58000.0,2000.0,Petrol,Automatic,7200.0,10,5800.0,Low,Low_e,Hyundai,8.1,0,0,0,1,0,0,0,0,0,0,0,0
Hyundai,Rare,2017,Sedan,23000.0,1600.0,Petrol,Automatic,7300.0,5,4600.0,Low,Low_e,Hyundai,3.2,0,0,0,0,0,0,0,0,0,0,1,0
Hyundai,Tucson,2008,SUV,158000.0,2000.0,Diesel,Automatic,4200.0,14,11286.0,Low,Low_e,Hyundai,37.6,0,0,0,0,0,0,0,0,0,1,0,0
Volkswagen,Sharan,2011,Minivan,123000.0,1400.0,Petrol,Manual,6700.0,11,11182.0,Low,Low_e,Volkswagen,18.4,0,0,0,0,0,0,1,0,0,0,0,0
Mitsubishi,Rare,2009,Hatchback,45000.0,1300.0,Petrol,Automatic,3100.0,13,3462.0,Low,Low_e,Mitsubishi,14.5,0,0,0,0,1,0,0,0,0,0,0,0
Toyota,Camry,2016,Sedan,56000.0,2500.0,Hybrid,Automatic,9900.0,6,9333.0,Low,Low_e,Toyota,5.7,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Scenic,2001,Universal,285000.0,1900.0,Diesel,Manual,1350.0,21,13571.0,Medium,Low_e,Renault,211.1,0,0,0,0,0,0,0,0,0,0,0,1
Audi,A4,2017,Universal,178000.0,1400.0,Petrol,Manual,17700.0,5,35600.0,High,High_e,Audi,10.1,0,0,0,0,0,0,0,0,0,0,0,1
Dacia,Duster,2012,SUV,142133.0,1500.0,Diesel,Manual,6999.0,10,14213.0,Medium,Low_e,Dacia,20.3,0,0,0,0,0,0,0,0,0,1,0,0
Renault,Megane,2011,Universal,177182.0,1500.0,Diesel,Manual,5499.0,11,16107.0,Medium,Low_e,Renault,32.2,0,0,0,0,0,0,0,0,0,0,0,1
BMW,5 Series,2011,Sedan,82000.0,2000.0,Petrol,Automatic,13200.0,11,7455.0,Low,Low_e,BMW,6.2,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Avensis,2001,Sedan,136000.0,1800.0,Petrol,Manual,1700.0,21,6476.0,Low,Low_e,Toyota,80.0,0,0,0,0,0,0,0,0,0,0,1,0
Audi,Rare,2011,Universal,132500.0,1400.0,Petrol,Automatic,4550.0,11,12045.0,Medium,Low_e,Audi,29.1,0,0,0,0,0,0,0,0,0,0,0,1
Suzuki,Rare,2006,Universal,125000.0,1400.0,Diesel,Manual,1600.0,16,7812.0,Low,Low_e,Suzuki,78.1,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Rare,2005,Minivan,132000.0,2000.0,Petrol,Automatic,2900.0,17,7765.0,Low,Low_e,Renault,45.5,0,0,0,0,0,0,1,0,0,0,0,0
Toyota,Avensis Verso,2005,Minivan,235000.0,2000.0,Diesel,Manual,4200.0,17,13824.0,Medium,Low_e,Toyota,56.0,0,0,0,0,0,0,1,0,0,0,0,0
Mazda,Rare,2004,Universal,136000.0,2000.0,Petrol,Manual,2100.0,18,7556.0,Low,Low_e,Mazda,64.8,0,0,0,0,0,0,0,0,0,0,0,1
Fiat,Rare,2008,Universal,125000.0,1300.0,Diesel,Manual,2200.0,14,8929.0,Low,Low_e,Fiat,56.8,0,0,0,0,0,0,0,0,0,0,0,1
Honda,Rare,2012,Hatchback,125000.0,1400.0,Hybrid,Automatic,4250.0,10,12500.0,Medium,Low_e,Honda,29.4,0,0,0,0,1,0,0,0,0,0,0,0
Fiat,Rare,2013,Hatchback,45000.0,1400.0,Petrol,Automatic,3900.0,9,5000.0,Low,Low_e,Fiat,11.5,0,0,0,0,1,0,0,0,0,0,0,0
Opel,Astra,2012,Universal,135000.0,1300.0,Diesel,Manual,3600.0,10,13500.0,Medium,Low_e,Opel,37.5,0,0,0,0,0,0,0,0,0,0,0,1
Mazda,3,2007,Hatchback,156000.0,1600.0,Petrol,Automatic,3300.0,15,10400.0,Low,Low_e,Mazda,47.3,0,0,0,0,1,0,0,0,0,0,0,0
Rare,Rare,2006,Crossover,112000.0,2400.0,Petrol,Manual,1600.0,16,7000.0,Low,Low_e,Rare cheap,70.0,0,0,0,1,0,0,0,0,0,0,0,0
Mitsubishi,Outlander,2007,Crossover,123000.0,2400.0,Petrol,Automatic,3350.0,15,8200.0,Low,Low_e,Mitsubishi,36.7,0,0,0,1,0,0,0,0,0,0,0,0
Renault,Rare,2019,Hatchback,10000.0,1000.0,Electric,Automatic,7500.0,3,3333.0,Low,Low_e,Renault,1.3,0,0,0,0,1,0,0,0,0,0,0,0
Nissan,X-Trail,2002,Universal,240000.0,2000.0,Metan/Propan,Automatic,4200.0,20,12000.0,Medium,Low_e,Nissan,57.1,0,0,0,0,0,0,0,0,0,0,0,1
Nissan,X-Trail,2006,Crossover,174000.0,2500.0,Metan/Propan,Automatic,6500.0,16,10875.0,Low,Low_e,Nissan,26.8,0,0,0,1,0,0,0,0,0,0,0,0
Vaz,2121niva,1986,Hatchback,120000.0,1600.0,Petrol,Manual,1100.0,36,3333.0,Low,Low_e,Vaz,109.1,0,0,0,0,1,0,0,0,0,0,0,0
BMW,Rare,2018,Sedan,55000.0,2000.0,Petrol,Automatic,16000.0,4,13750.0,Medium,Low_e,BMW,3.4,0,0,0,0,0,0,0,0,0,0,1,0
BMW,5 Series,2014,Sedan,160000.0,2800.0,Petrol,Automatic,18500.0,8,20000.0,High,Medium_e,BMW,8.6,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Land Cruiser Prado,2011,SUV,155000.0,2700.0,Metan/Propan,Automatic,19850.0,11,14091.0,Medium,Low_e,Toyota,7.8,0,0,0,0,0,0,0,0,0,1,0,0
Toyota,Auris,2014,Universal,138000.0,1800.0,Hybrid,Automatic,10500.0,8,17250.0,High,Medium_e,Toyota,13.1,0,0,0,0,0,0,0,0,0,0,0,1
Audi,A6,2000,Universal,400000.0,2500.0,Diesel,Manual,3900.0,22,18182.0,High,Medium_e,Audi,102.6,0,0,0,0,0,0,0,0,0,0,0,1
Hyundai,Rare,2013,Hatchback,139000.0,1400.0,Diesel,Manual,7500.0,9,15444.0,Medium,Low_e,Hyundai,18.5,0,0,0,0,1,0,0,0,0,0,0,0
