Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,km_year_category,km_year_equal_category,Make_smart,km_per_euro,Style_Cabriolet,Style_Combi,Style_Coupe,Style_Crossover,Style_Hatchback,Style_Microvan,Style_Minivan,Style_Pickup,Style_Roadster,Style_SUV,Style_Sedan,Style_Universal
Opel,Astra,2012,Hatchback,166600.0,1400.0,Petrol,Manual,5999.0,10,16660.0,Medium,Low_e,Opel,27.8,0,0,0,0,1,0,0,0,0,0,0,0
Toyota,Avensis,2009,Sedan,197000.0,1800.0,Petrol,Automatic,8800.0,13,15154.0,Medium,Low_e,Toyota,22.4,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Rare,2006,Minivan,225000.0,1900.0,Diesel,Manual,4750.0,16,14062.0,Medium,Low_e,Renault,47.4,0,0,0,0,0,0,1,0,0,0,0,0
BMW,X3,2013,SUV,223000.0,2000.0,Petrol,Automatic,14999.0,9,24778.0,High,Medium_e,BMW,14.9,0,0,0,0,0,0,0,0,0,1,0,0
Honda,Civic,2017,Hatchback,96000.0,1500.0,Petrol,Automatic,14390.0,5,19200.0,High,Medium_e,Honda,6.7,0,0,0,0,1,0,0,0,0,0,0,0
Ford,Focus,2016,Universal,152700.0,1500.0,Diesel,Automatic,9250.0,6,25450.0,High,Medium_e,Ford,16.5,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,C-HR,2018,Crossover,59300.0,1800.0,Hybrid,Automatic,17490.0,4,14825.0,Medium,Low_e,Toyota,3.4,0,0,0,1,0,0,0,0,0,0,0,0
Nissan,Qashqai,2007,Crossover,235000.0,1500.0,Diesel,Manual,6990.0,15,15667.0,Medium,Low_e,Nissan,33.6,0,0,0,1,0,0,0,0,0,0,0,0
Nissan,Qashqai,2018,Crossover,69000.0,1500.0,Diesel,Manual,16990.0,4,17250.0,High,Medium_e,Nissan,4.1,0,0,0,1,0,0,0,0,0,0,0,0
KIA,Rare,2017,Crossover,113000.0,1600.0,Hybrid,Automatic,15490.0,5,22600.0,High,Medium_e,KIA,7.3,0,0,0,1,0,0,0,0,0,0,0,0
Ford,Kuga,2017,Crossover,146700.0,1500.0,Diesel,Automatic,14990.0,5,29340.0,High,Medium_e,Ford,9.8,0,0,0,1,0,0,0,0,0,0,0,0
Renault,Kangoo,2015,Minivan,188000.0,1500.0,Diesel,Manual,6990.0,7,26857.0,High,Medium_e,Renault,26.9,0,0,0,0,0,0,1,0,0,0,0,0
Ford,Kuga,2016,Crossover,102500.0,1500.0,Diesel,Manual,14490.0,6,17083.0,Medium,Medium_e,Ford,7.1,0,0,0,1,0,0,0,0,0,0,0,0
Ford,Kuga,2018,Crossover,122100.0,1500.0,Diesel,Manual,14250.0,4,30525.0,High,Medium_e,Ford,8.6,0,0,0,1,0,0,0,0,0,0,0,0
Mercedes,GLC,2017,Crossover,157000.0,2200.0,Diesel,Automatic,36990.0,5,31400.0,High,Medium_e,Mercedes,4.2,0,0,0,1,0,0,0,0,0,0,0,0
Ford,Transit Connect,2012,Minivan,101000.0,1800.0,Diesel,Manual,5990.0,10,10100.0,Low,Low_e,Ford,16.9,0,0,0,0,0,0,1,0,0,0,0,0
BMW,Rare,2017,Sedan,115000.0,3000.0,Petrol,Automatic,39900.0,5,23000.0,High,Medium_e,BMW,2.9,0,0,0,0,0,0,0,0,0,0,1,0
Hyundai,Tucson,2006,Crossover,311000.0,2000.0,Metan/Propan,Manual,7490.0,16,19438.0,High,Medium_e,Hyundai,41.5,0,0,0,1,0,0,0,0,0,0,0,0
Ford,C-Max,2016,Minivan,194000.0,1500.0,Diesel,Manual,10900.0,6,32333.0,High,Medium_e,Ford,17.8,0,0,0,0,0,0,1,0,0,0,0,0
Renault,Kangoo,2014,Minivan,161000.0,1500.0,Diesel,Manual,6990.0,8,20125.0,High,Medium_e,Renault,23.0,0,0,0,0,0,0,1,0,0,0,0,0
Ford,Kuga,2017,SUV,119000.0,1500.0,Diesel,Automatic,13990.0,5,23800.0,High,Medium_e,Ford,8.5,0,0,0,0,0,0,0,0,0,1,0,0
Skoda,Superb,2014,Sedan,153000.0,1800.0,Petrol,Automatic,12100.0,8,19125.0,High,Medium_e,Skoda,12.6,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Camry,2016,Sedan,122000.0,2500.0,Hybrid,Automatic,11999.0,6,20333.0,High,Medium_e,Toyota,10.2,0,0,0,0,0,0,0,0,0,0,1,0
BMW,3 Series,1999,Sedan,424000.0,2000.0,Diesel,Manual,2100.0,23,18435.0,High,Medium_e,BMW,201.9,0,0,0,0,0,0,0,0,0,0,1,0
Honda,CR-V,2010,Crossover,220000.0,2200.0,Diesel,Automatic,13000.0,12,18333.0,High,Medium_e,Honda,16.9,0,0,0,1,0,0,0,0,0,0,0,0
Seat,Ibiza,2011,Universal,166000.0,1200.0,Diesel,Manual,4999.0,11,15091.0,Medium,Low_e,Seat,33.2,0,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Passat,2006,Universal,300000.0,2000.0,Diesel,Manual,5800.0,16,18750.0,High,Medium_e,Volkswagen,51.7,0,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Golf,2011,Universal,163700.0,1400.0,Petrol,Manual,6400.0,11,14882.0,Medium,Low_e,Volkswagen,25.6,0,0,0,0,0,0,0,0,0,0,0,1
Ford,Focus,2002,Sedan,165000.0,2000.0,Metan/Propan,Automatic,1799.0,20,8250.0,Low,Low_e,Ford,91.7,0,0,0,0,0,0,0,0,0,0,1,0
Dacia,Logan,2005,Sedan,220004.0,1400.0,Metan/Propan,Manual,2799.0,17,12941.0,Medium,Low_e,Dacia,78.6,0,0,0,0,0,0,0,0,0,0,1,0
Audi,A5,2014,Coupe,92625.0,2000.0,Petrol,Automatic,14999.0,8,11578.0,Low,Low_e,Audi,6.2,0,0,1,0,0,0,0,0,0,0,0,0
Hyundai,Getz,2006,Hatchback,162088.0,1400.0,Petrol,Automatic,2799.0,16,10130.0,Low,Low_e,Hyundai,57.9,0,0,0,0,1,0,0,0,0,0,0,0
Dacia,Logan Mcv,2015,Universal,128312.0,1200.0,Metan/Propan,Manual,5299.0,7,18330.0,High,Medium_e,Dacia,24.2,0,0,0,0,0,0,0,0,0,0,0,1
Skoda,Octavia,2012,Universal,148660.0,1400.0,Petrol,Manual,7400.0,10,14866.0,Medium,Low_e,Skoda,20.1,0,0,0,0,0,0,0,0,0,0,0,1
Opel,Astra,2006,Universal,241320.0,1300.0,Diesel,Manual,3750.0,16,15082.0,Medium,Low_e,Opel,64.4,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Megane,2013,Universal,172000.0,1200.0,Petrol,Manual,5700.0,9,19111.0,High,Medium_e,Renault,30.2,0,0,0,0,0,0,0,0,0,0,0,1
Nissan,Qashqai,2015,SUV,155000.0,1500.0,Diesel,Manual,10950.0,7,22143.0,High,Medium_e,Nissan,14.2,0,0,0,0,0,0,0,0,0,1,0,0
Dacia,Lodgy,2012,Minivan,196000.0,1500.0,Diesel,Manual,6350.0,10,19600.0,High,Medium_e,Dacia,30.9,0,0,0,0,0,0,1,0,0,0,0,0
Lexus,NX Series,2016,SUV,128000.0,2500.0,Hybrid,Automatic,27999.0,6,21333.0,High,Medium_e,Lexus,4.6,0,0,0,0,0,0,0,0,0,1,0,0
Mercedes,E Class,2005,Sedan,299000.0,3222.0,Diesel,Automatic,2999.0,17,17588.0,High,Medium_e,Mercedes,99.7,0,0,0,0,0,0,0,0,0,0,1,0
Opel,Astra,1997,Hatchback,330000.0,1600.0,Petrol,Manual,1500.0,25,13200.0,Medium,Low_e,Opel,220.0,0,0,0,0,1,0,0,0,0,0,0,0
BMW,3 Series,2004,Sedan,418000.0,2000.0,Diesel,Automatic,5400.0,18,23222.0,High,Medium_e,BMW,77.4,0,0,0,0,0,0,0,0,0,0,1,0
KIA,Sorento,2009,SUV,191200.0,2500.0,Diesel,Automatic,10350.0,13,14708.0,Medium,Low_e,KIA,18.5,0,0,0,0,0,0,0,0,0,1,0,0
Honda,Accord,2020,Sedan,27000.0,1498.0,Petrol,Automatic,17100.0,2,13500.0,Medium,Low_e,Honda,1.6,0,0,0,0,0,0,0,0,0,0,1,0
Audi,A8,2017,Sedan,69000.0,3000.0,Diesel,Automatic,48000.0,5,13800.0,Medium,Low_e,Audi,1.4,0,0,0,0,0,0,0,0,0,0,1,0
Dacia,Sandero,2009,Hatchback,147956.0,1390.0,Metan/Propan,Manual,3500.0,13,11381.0,Low,Low_e,Dacia,42.3,0,0,0,0,1,0,0,0,0,0,0,0
Hyundai,Rare,2014,Minivan,172000.0,1400.0,Diesel,Manual,4900.0,8,21500.0,High,Medium_e,Hyundai,35.1,0,0,0,0,0,0,1,0,0,0,0,0
Renault,Kangoo,2007,Minivan,199500.0,1500.0,Diesel,Manual,1600.0,15,13300.0,Medium,Low_e,Renault,124.7,0,0,0,0,0,0,1,0,0,0,0,0
Renault,Scenic,2009,Minivan,220000.0,1500.0,Diesel,Manual,4000.0,13,16923.0,Medium,Medium_e,Renault,55.0,0,0,0,0,0,0,1,0,0,0,0,0
Opel,Corsa,1997,Coupe,300000.0,1195.0,Metan/Propan,Manual,900.0,25,12000.0,Medium,Low_e,Opel,333.3,0,0,1,0,0,0,0,0,0,0,0,0
Audi,Q5,2010,SUV,223500.0,2000.0,Petrol,Automatic,11400.0,12,18625.0,High,Medium_e,Audi,19.6,0,0,0,0,0,0,0,0,0,1,0,0
Ford,Fusion,2015,Sedan,169000.0,2000.0,Plug-in Hybrid,Automatic,12000.0,7,24143.0,High,Medium_e,Ford,14.1,0,0,0,0,0,0,0,0,0,0,1,0
Skoda,Octavia,2005,Sedan,206000.0,1600.0,Petrol,Manual,5400.0,17,12118.0,Medium,Low_e,Skoda,38.1,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Grand Scenic,2016,Universal,176000.0,1500.0,Diesel,Manual,7950.0,6,29333.0,High,Medium_e,Renault,22.1,0,0,0,0,0,0,0,0,0,0,0,1
BMW,Rare,2014,Coupe,50000.0,2000.0,Petrol,Automatic,16800.0,8,6250.0,Low,Low_e,BMW,3.0,0,0,1,0,0,0,0,0,0,0,0,0
Mercedes,S Class,2012,Sedan,229000.0,2200.0,Diesel,Automatic,20000.0,10,22900.0,High,Medium_e,Mercedes,11.4,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Prius,2017,Hatchback,46000.0,1800.0,Hybrid,Automatic,12800.0,5,9200.0,Low,Low_e,Toyota,3.6,0,0,0,0,1,0,0,0,0,0,0,0
Toyota,Prius,2015,Universal,160000.0,1800.0,Hybrid,Automatic,8700.0,7,22857.0,High,Medium_e,Toyota,18.4,0,0,0,0,0,0,0,0,0,0,0,1
Audi,A6,2016,Sedan,107000.0,2000.0,Petrol,Automatic,20000.0,6,17833.0,High,Medium_e,Audi,5.4,0,0,0,0,0,0,0,0,0,0,1,0
Ford,Fusion,2014,Sedan,194000.0,2000.0,Plug-in Hybrid,Automatic,11800.0,8,24250.0,High,Medium_e,Ford,16.4,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Prius,2007,Hatchback,282380.0,1500.0,Metan/Propan,Automatic,6700.0,15,18825.0,High,Medium_e,Toyota,42.1,0,0,0,0,1,0,0,0,0,0,0,0
BMW,5 Series,2015,Sedan,148000.0,2000.0,Petrol,Automatic,18800.0,7,21143.0,High,Medium_e,BMW,7.9,0,0,0,0,0,0,0,0,0,0,1,0
BMW,Rare,2014,Coupe,50000.0,2000.0,Petrol,Automatic,16799.0,8,6250.0,Low,Low_e,BMW,3.0,0,0,1,0,0,0,0,0,0,0,0,0
Volkswagen,Passat,2009,Universal,226000.0,1800.0,Petrol,Manual,5600.0,13,17385.0,High,Medium_e,Volkswagen,40.4,0,0,0,0,0,0,0,0,0,0,0,1
Ford,Fusion,2014,Roadster,126000.0,2000.0,Plug-in Hybrid,Automatic,12800.0,8,15750.0,Medium,Low_e,Ford,9.8,0,0,0,0,0,0,0,0,1,0,0,0
Toyota,Corolla,2014,SUV,125000.0,1300.0,Petrol,Manual,8500.0,8,15625.0,Medium,Low_e,Toyota,14.7,0,0,0,0,0,0,0,0,0,1,0,0
Volkswagen,Jetta,2014,Sedan,129000.0,2000.0,Petrol,Automatic,10000.0,8,16125.0,Medium,Low_e,Volkswagen,12.9,0,0,0,0,0,0,0,0,0,0,1,0
Hyundai,Sonata,2007,Sedan,195000.0,2000.0,Petrol,Manual,4999.0,15,13000.0,Medium,Low_e,Hyundai,39.0,0,0,0,0,0,0,0,0,0,0,1,0
Dacia,Logan Mcv,2009,Universal,380000.0,1400.0,Metan/Propan,Manual,3300.0,13,29231.0,High,Medium_e,Dacia,115.2,0,0,0,0,0,0,0,0,0,0,0,1
Ford,Fusion,2016,Sedan,155000.0,2000.0,Hybrid,Automatic,13500.0,6,25833.0,High,Medium_e,Ford,11.5,0,0,0,0,0,0,0,0,0,0,1,0
Dacia,Rare,2015,Universal,195200.0,1500.0,Diesel,Manual,8300.0,7,27886.0,High,Medium_e,Dacia,23.5,0,0,0,0,0,0,0,0,0,0,0,1
Skoda,Octavia,2006,Sedan,160000.0,2000.0,Petrol,Automatic,5500.0,16,10000.0,Low,Low_e,Skoda,29.1,0,0,0,0,0,0,0,0,0,0,1,0
Ford,Fusion,2015,Sedan,94000.0,2000.0,Plug-in Hybrid,Automatic,13000.0,7,13429.0,Medium,Low_e,Ford,7.2,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Kadjar,2017,Crossover,138000.0,1500.0,Diesel,Automatic,13750.0,5,27600.0,High,Medium_e,Renault,10.0,0,0,0,1,0,0,0,0,0,0,0,0
BMW,5 Series,1995,Sedan,250000.0,2000.0,Petrol,Manual,3999.0,27,9259.0,Low,Low_e,BMW,62.5,0,0,0,0,0,0,0,0,0,0,1,0
Audi,Rare,1997,Sedan,270000.0,4200.0,Metan/Propan,Automatic,4699.0,25,10800.0,Low,Low_e,Audi,57.5,0,0,0,0,0,0,0,0,0,0,1,0
Lexus,CT Series,2011,Hatchback,185000.0,1800.0,Hybrid,Automatic,10000.0,11,16818.0,Medium,Medium_e,Lexus,18.5,0,0,0,0,1,0,0,0,0,0,0,0
KIA,Rare,2013,Microvan,122000.0,1700.0,Diesel,Automatic,12500.0,9,13556.0,Medium,Low_e,KIA,9.8,0,0,0,0,0,1,0,0,0,0,0,0
Renault,Megane,2014,Universal,220000.0,1500.0,Diesel,Automatic,7699.0,8,27500.0,High,Medium_e,Renault,28.6,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Scenic,2017,Universal,82000.0,1500.0,Diesel,Manual,9000.0,5,16400.0,Medium,Low_e,Renault,9.1,0,0,0,0,0,0,0,0,0,0,0,1
Ford,Fusion,2013,Sedan,170000.0,2000.0,Hybrid,Automatic,11500.0,9,18889.0,High,Medium_e,Ford,14.8,0,0,0,0,0,0,0,0,0,0,1,0
Fiat,Rare,2004,Universal,240000.0,1900.0,Diesel,Manual,3699.0,18,13333.0,Medium,Low_e,Fiat,64.9,0,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Passat,2016,Roadster,116000.0,1800.0,Petrol,Automatic,13500.0,6,19333.0,High,Medium_e,Volkswagen,8.6,0,0,0,0,0,0,0,0,1,0,0,0
Mercedes,S Class,1996,Sedan,370000.0,3500.0,Diesel,Automatic,5699.0,26,14231.0,Medium,Low_e,Mercedes,64.9,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Passat,2004,Sedan,320000.0,1900.0,Diesel,Manual,4299.0,18,17778.0,High,Medium_e,Volkswagen,74.4,0,0,0,0,0,0,0,0,0,0,1,0
Volvo,XC90,2009,Crossover,242000.0,3200.0,Metan/Propan,Automatic,12000.0,13,18615.0,High,Medium_e,Volvo,20.2,0,0,0,1,0,0,0,0,0,0,0,0
Skoda,Fabia,2016,Universal,193624.0,1400.0,Diesel,Manual,7700.0,6,32271.0,High,Medium_e,Skoda,25.1,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Prius,2017,Hatchback,46000.0,1800.0,Hybrid,Automatic,12799.0,5,9200.0,Low,Low_e,Toyota,3.6,0,0,0,0,1,0,0,0,0,0,0,0
Nissan,Rare,2007,Pickup,103000.0,2500.0,Metan/Propan,Automatic,7990.0,15,6867.0,Low,Low_e,Nissan,12.9,0,0,0,0,0,0,0,1,0,0,0,0
Mazda,6,2008,Sedan,220000.0,1800.0,Petrol,Manual,6500.0,14,15714.0,Medium,Low_e,Mazda,33.8,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,B Class,2006,Hatchback,230000.0,2000.0,Diesel,Manual,5490.0,16,14375.0,Medium,Low_e,Mercedes,41.9,0,0,0,0,1,0,0,0,0,0,0,0
Hyundai,Tucson,2016,Crossover,93000.0,1600.0,Petrol,Automatic,16000.0,6,15500.0,Medium,Low_e,Hyundai,5.8,0,0,0,1,0,0,0,0,0,0,0,0
BMW,5 Series,2005,Sedan,300000.0,2500.0,Diesel,Manual,7999.0,17,17647.0,High,Medium_e,BMW,37.5,0,0,0,0,0,0,0,0,0,0,1,0
Skoda,Octavia,2008,Sedan,320000.0,2000.0,Petrol,Automatic,7199.0,14,22857.0,High,Medium_e,Skoda,44.5,0,0,0,0,0,0,0,0,0,0,1,0
Nissan,Qashqai,2018,Crossover,153000.0,1600.0,Diesel,Automatic,17500.0,4,38250.0,High,High_e,Nissan,8.7,0,0,0,1,0,0,0,0,0,0,0,0
BMW,5 Series,1996,Sedan,270000.0,2000.0,Petrol,Manual,5199.0,26,10385.0,Low,Low_e,BMW,51.9,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Sharan,2006,Minivan,340000.0,1800.0,Metan/Propan,Automatic,6800.0,16,21250.0,High,Medium_e,Volkswagen,50.0,0,0,0,0,0,0,1,0,0,0,0,0
Volkswagen,Transporter,2001,Microvan,300000.0,1900.0,Diesel,Manual,4200.0,21,14286.0,Medium,Low_e,Volkswagen,71.4,0,0,0,0,0,1,0,0,0,0,0,0
Nissan,X-Trail,2002,Universal,205900.0,2200.0,Diesel,Manual,5000.0,20,10295.0,Low,Low_e,Nissan,41.2,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes,A Class,2005,Hatchback,116742.0,1500.0,Petrol,Automatic,4141.0,17,6867.0,Low,Low_e,Mercedes,28.2,0,0,0,0,1,0,0,0,0,0,0,0
Vaz,Rare,1991,Sedan,111111.0,1300.0,Petrol,Manual,850.0,31,3584.0,Low,Low_e,Vaz,130.7,0,0,0,0,0,0,0,0,0,0,1,0
Fiat,Rare,2004,Minivan,312000.0,1900.0,Petrol,Manual,1800.0,18,17333.0,High,Medium_e,Fiat,173.3,0,0,0,0,0,0,1,0,0,0,0,0
Volkswagen,Touran,2004,Universal,200000.0,1600.0,Petrol,Manual,4650.0,18,11111.0,Low,Low_e,Volkswagen,43.0,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Corolla,1993,Universal,500000.0,1600.0,Metan/Propan,Manual,1500.0,29,17241.0,High,Medium_e,Toyota,333.3,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Land Cruiser Prado,2004,SUV,227854.0,3000.0,Diesel,Automatic,14550.0,18,12659.0,Medium,Low_e,Toyota,15.7,0,0,0,0,0,0,0,0,0,1,0,0
Renault,Scenic,2005,Microvan,169500.0,1500.0,Diesel,Manual,3500.0,17,9971.0,Low,Low_e,Renault,48.4,0,0,0,0,0,1,0,0,0,0,0,0
Volkswagen,Touran,2009,Combi,190000.0,1400.0,Petrol,Manual,5600.0,13,14615.0,Medium,Low_e,Volkswagen,33.9,0,1,0,0,0,0,0,0,0,0,0,0
Mercedes,C Class,1999,Sedan,300000.0,2000.0,Petrol,Manual,3333.0,23,13043.0,Medium,Low_e,Mercedes,90.0,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Laguna,2010,Universal,229000.0,1500.0,Diesel,Manual,5400.0,12,19083.0,High,Medium_e,Renault,42.4,0,0,0,0,0,0,0,0,0,0,0,1
Dacia,Logan,2008,Sedan,319122.0,1500.0,Diesel,Manual,2900.0,14,22794.0,High,Medium_e,Dacia,110.0,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Golf,2016,Hatchback,90000.0,2000.0,Petrol,Manual,19999.0,6,15000.0,Medium,Low_e,Volkswagen,4.5,0,0,0,0,1,0,0,0,0,0,0,0
Mercedes,Vito,2011,Minivan,279000.0,2143.0,Diesel,Automatic,7789.0,11,25364.0,High,Medium_e,Mercedes,35.8,0,0,0,0,0,0,1,0,0,0,0,0
Honda,CR-V,2007,SUV,203000.0,2200.0,Diesel,Manual,8900.0,15,13533.0,Medium,Low_e,Honda,22.8,0,0,0,0,0,0,0,0,0,1,0,0
Volkswagen,Touareg,2005,SUV,368000.0,2500.0,Diesel,Automatic,7750.0,17,21647.0,High,Medium_e,Volkswagen,47.5,0,0,0,0,0,0,0,0,0,1,0,0
Skoda,Fabia,2012,Universal,168900.0,1200.0,Diesel,Manual,4900.0,10,16890.0,Medium,Medium_e,Skoda,34.5,0,0,0,0,0,0,0,0,0,0,0,1
Dacia,Duster,2016,Crossover,142000.0,1500.0,Diesel,Manual,9200.0,6,23667.0,High,Medium_e,Dacia,15.4,0,0,0,1,0,0,0,0,0,0,0,0
Skoda,Superb,2007,Sedan,250000.0,1996.0,Diesel,Manual,6290.0,15,16667.0,Medium,Medium_e,Skoda,39.7,0,0,0,0,0,0,0,0,0,0,1,0
Seat,Rare,2010,Hatchback,134000.0,1400.0,Petrol,Manual,8350.0,12,11167.0,Low,Low_e,Seat,16.0,0,0,0,0,1,0,0,0,0,0,0,0
Skoda,Superb,2015,Sedan,190000.0,2000.0,Diesel,Automatic,17500.0,7,27143.0,High,Medium_e,Skoda,10.9,0,0,0,0,0,0,0,0,0,0,1,0
Seat,Ibiza,2011,Universal,16000.0,1200.0,Diesel,Manual,5100.0,11,1455.0,Low,Low_e,Seat,3.1,0,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Passat,2002,Sedan,309000.0,1900.0,Diesel,Manual,4500.0,20,15450.0,Medium,Low_e,Volkswagen,68.7,0,0,0,0,0,0,0,0,0,0,1,0
Skoda,Superb,2017,Hatchback,230000.0,1400.0,Petrol,Automatic,14300.0,5,46000.0,High,High_e,Skoda,16.1,0,0,0,0,1,0,0,0,0,0,0,0
BMW,7 Series,2001,Sedan,234000.0,3000.0,Diesel,Automatic,2799.0,21,11143.0,Low,Low_e,BMW,83.6,0,0,0,0,0,0,0,0,0,0,1,0
Ford,Focus,2018,Hatchback,34000.0,1000.0,Petrol,Automatic,9900.0,4,8500.0,Low,Low_e,Ford,3.4,0,0,0,0,1,0,0,0,0,0,0,0
Renault,Grand Scenic,2015,Minivan,158000.0,1500.0,Diesel,Manual,7990.0,7,22571.0,High,Medium_e,Renault,19.8,0,0,0,0,0,0,1,0,0,0,0,0
Nissan,Qashqai,2017,Crossover,49000.0,1500.0,Diesel,Manual,16990.0,5,9800.0,Low,Low_e,Nissan,2.9,0,0,0,1,0,0,0,0,0,0,0,0
Nissan,Qashqai,2018,Crossover,59000.0,1500.0,Diesel,Manual,17350.0,4,14750.0,Medium,Low_e,Nissan,3.4,0,0,0,1,0,0,0,0,0,0,0,0
Ford,Mondeo,2016,Universal,167000.0,1500.0,Diesel,Manual,10990.0,6,27833.0,High,Medium_e,Ford,15.2,0,0,0,0,0,0,0,0,0,0,0,1
Nissan,Qashqai,2018,Crossover,49000.0,1500.0,Diesel,Manual,17350.0,4,12250.0,Medium,Low_e,Nissan,2.8,0,0,0,1,0,0,0,0,0,0,0,0
Nissan,Qashqai,2017,Crossover,89000.0,1600.0,Diesel,Automatic,18990.0,5,17800.0,High,Medium_e,Nissan,4.7,0,0,0,1,0,0,0,0,0,0,0,0
Ford,Focus,2017,Universal,149000.0,1500.0,Diesel,Automatic,9350.0,5,29800.0,High,Medium_e,Ford,15.9,0,0,0,0,0,0,0,0,0,0,0,1
Dacia,Duster,2017,Crossover,124000.0,1500.0,Diesel,Manual,9990.0,5,24800.0,High,Medium_e,Dacia,12.4,0,0,0,1,0,0,0,0,0,0,0,0
Nissan,Qashqai,2018,Crossover,61000.0,1500.0,Diesel,Manual,17290.0,4,15250.0,Medium,Low_e,Nissan,3.5,0,0,0,1,0,0,0,0,0,0,0,0
Mercedes,GLC,2016,Crossover,139000.0,2200.0,Diesel,Automatic,28990.0,6,23167.0,High,Medium_e,Mercedes,4.8,0,0,0,1,0,0,0,0,0,0,0,0
Mercedes,E Class,2014,Sedan,285000.0,2200.0,Diesel,Automatic,19990.0,8,35625.0,High,High_e,Mercedes,14.3,0,0,0,0,0,0,0,0,0,0,1,0
Nissan,Qashqai,2014,Crossover,226000.0,1200.0,Petrol,Manual,8990.0,8,28250.0,High,Medium_e,Nissan,25.1,0,0,0,1,0,0,0,0,0,0,0,0
BMW,3 Series,2008,Coupe,115000.0,2000.0,Petrol,Automatic,9250.0,14,8214.0,Low,Low_e,BMW,12.4,0,0,1,0,0,0,0,0,0,0,0,0
Ford,Kuga,2014,SUV,95000.0,1600.0,Petrol,Automatic,11750.0,8,11875.0,Medium,Low_e,Ford,8.1,0,0,0,0,0,0,0,0,0,1,0,0
Citroen,C3,2013,Hatchback,202000.0,1400.0,Diesel,Automatic,6900.0,9,22444.0,High,Medium_e,Citroen,29.3,0,0,0,0,1,0,0,0,0,0,0,0
Suzuki,Rare,2020,SUV,7000.0,1400.0,Petrol,Automatic,18550.0,2,3500.0,Low,Low_e,Suzuki,0.4,0,0,0,0,0,0,0,0,0,1,0,0
Ford,Mondeo,2016,Sedan,144000.0,2000.0,Hybrid,Automatic,16990.0,6,24000.0,High,Medium_e,Ford,8.5,0,0,0,0,0,0,0,0,0,0,1,0
KIA,Sportage,2015,SUV,152000.0,2000.0,Diesel,Automatic,16999.0,7,21714.0,High,Medium_e,KIA,8.9,0,0,0,0,0,0,0,0,0,1,0,0
Hyundai,Tucson,2017,SUV,47000.0,1600.0,Petrol,Automatic,18949.0,5,9400.0,Low,Low_e,Hyundai,2.5,0,0,0,0,0,0,0,0,0,1,0,0
BMW,Rare,2011,Hatchback,218000.0,1600.0,Petrol,Automatic,8999.0,11,19818.0,High,Medium_e,BMW,24.2,0,0,0,0,1,0,0,0,0,0,0,0
Hyundai,Rare,2008,Sedan,228000.0,1600.0,Petrol,Automatic,5750.0,14,16286.0,Medium,Low_e,Hyundai,39.7,0,0,0,0,0,0,0,0,0,0,1,0
Hyundai,Accent,2018,Sedan,33000.0,1600.0,Petrol,Automatic,10750.0,4,8250.0,Low,Low_e,Hyundai,3.1,0,0,0,0,0,0,0,0,0,0,1,0
Ford,Focus,2018,Universal,171000.0,1500.0,Diesel,Manual,8999.0,4,42750.0,High,High_e,Ford,19.0,0,0,0,0,0,0,0,0,0,0,0,1
Nissan,Qashqai,2016,Crossover,156000.0,1600.0,Diesel,Automatic,15350.0,6,26000.0,High,Medium_e,Nissan,10.2,0,0,0,1,0,0,0,0,0,0,0,0
Nissan,Qashqai,2018,Crossover,27000.0,1500.0,Diesel,Manual,17990.0,4,6750.0,Low,Low_e,Nissan,1.5,0,0,0,1,0,0,0,0,0,0,0,0
Ford,Focus,2016,Universal,190000.0,1500.0,Diesel,Manual,8599.0,6,31667.0,High,Medium_e,Ford,22.1,0,0,0,0,0,0,0,0,0,0,0,1
Nissan,Qashqai,2017,Crossover,44000.0,1500.0,Diesel,Manual,16990.0,5,8800.0,Low,Low_e,Nissan,2.6,0,0,0,1,0,0,0,0,0,0,0,0
Ford,Kuga,2017,Crossover,145000.0,1500.0,Diesel,Automatic,15350.0,5,29000.0,High,Medium_e,Ford,9.4,0,0,0,1,0,0,0,0,0,0,0,0
